"","ID_new","PraiseEmpathy1","PraiseEmpathy2","PraiseEmpathy3","PraiseEmpathy4","PraiseEmpathy5","PraiseEmpathy6","PraiseEmpathy7","PraiseEmpathy8","PraiseEmpathy9","PraiseEmpathy10","PraiseEmpathy11","PraiseEmpathy12","PraiseEmpathy13","PraiseEmpathy14","PraiseEmpathy15","PraiseEmpathy1a","PraiseEmpathy2a","PraiseEmpathy3a","PraiseEmpathy4a","PraiseEmpathy5a","PraiseEmpathy6a","PraiseEmpathy7a","PraiseEmpathy8a","PraiseEmpathy9a","PraiseEmpathy10a","PraiseEmpathy11a","PraiseEmpathy12a","PraiseEmpathy13a","PraiseEmpathy14a","PraiseEmpathy15a","Aa","Ba","Ca","Q415","Q427","Q436","Q448","Q460","Q472","Q484","Q496","Q508","Q520","Q532","Q544","Ab_1","Bb_1","Cb_1","Q418_1","Q430_1","Q439_1","Q451_1","Q463_1","Q475_1","Q487_1","Q499_1","Q511_1","Q523_1","Q535_1","Q547_1","Ab_2","Bb_2","Cb_2","Q418_2","Q430_2","Q439_2","Q451_2","Q463_2","Q475_2","Q487_2","Q499_2","Q511_2","Q523_2","Q535_2","Q547_2","Ab_3","Bb_3","Cb_3","Q418_3","Q430_3","Q439_3","Q451_3","Q463_3","Q475_3","Q487_3","Q499_3","Q511_3","Q523_3","Q535_3","Q547_3","Ac","Bc","Cc","Q421","Q433","Q442","Q454","Q466","Q478","Q490","Q502","Q514","Q526","Q538","Q550","attrite_1","attrite_2","attrite_3","attrite_4","attrite_5","attrite_6","attrite_7","attrite_8","attrite_9","attrite_10","attrite_11","attrite_12","attrite_13","attrite_14","attrite_15","firstimage_race","secondimage_race","thirdimage_race","fourthimage_race","fifthimage_race","sixthimage_race","seventhimage_race","eighthimage_race","ninethimage_race","tenthimage_race","eleventhimage_race","twelfthimage_race","thirteenthimage_race","fourteenthimage_race","fifteenthimage_race","firstimage_emotion","secondimage_emotion","thirdimage_emotion","fourthimage_emotion","fifthimage_emotion","sixthimage_emotion","seventhimage_emotion","eighthimage_emotion","ninethimage_emotion","tenthimage_emotion","eleventhimage_emotion","twelfthimage_emotion","thirteenthimage_emotion","fourteenthimage_emotion","fifteenthimage_emotion","ID","Age","Sex","Race","Education","Income","Religion","pres_approval","ideology","Party","post17","BaseEmpathy_1","BaseEmpathy_2","BaseEmpathy_3","BaseEmpathy_4","BaseEmpathy_5","BaseEmpathy_6","BaseEmpathy_7","BaseEmpathy_8","BaseEmpathy_1_n","BaseEmpathy_2_n","BaseEmpathy_3_n","BaseEmpathy_4_n","BaseEmpathy_5_n","BaseEmpathy_6_n","BaseEmpathy_7_n","BaseEmpathy_8_n","BaseEmpathy_perspective","BaseEmpathy_warm","BaseEmpathy_anxiety","BaseEmpathy_imagination","trial","describeORfeel","describeORfeel1","describeORfeel2","describeORfeel3","describeORfeel4","describeORfeel5","describeORfeel6","describeORfeel7","describeORfeel8","describeORfeel9","describeORfeel10","describeORfeel11","describeORfeel12","describeORfeel13","describeORfeel14","describeORfeel15","PraiseEmpathy","PraiseEmpathy_a","text1","text2","text3","text4","therm","attrite","race_randomized","emotion_randomized","describeORfeel_new","race_randomized2","emotion_randomized2","PraiseDescribe_v_Control","trump_approval_n","BaseEmpathy_battery","BaseEmpathy_tercile","text"
"15",15,1,1,0,1,0,1,NA,0,NA,0,0,NA,NA,0,NA,1,1,NA,1,NA,1,0,NA,0,NA,NA,0,0,NA,0,"I think he is feeling embarrassed.","He is black and around 20.","He is angry","He looks very mad","He is feeling caught off guard","He looks like he feels frustrated","He looks like he is annoyed","He looks like he is disappointed with someone","He looks like he is trying to look mad but isn't actually upset","He looks like he is afraid","He looks like he is trying to hold in a secret","He looks like he is disappointed or mad","He looks worried","He looks sad","He looks mildly surprised like he heard a noise","surprise","african american","upset","disappointment","shock","annoyed","angry","bothered","amused","wired","suspicious","tired","upset","emotional","awe","shame","young","confrontational","anger","hesitation","bothered","exasperated","angry","funny","scared","excited","stoic","distracted","upset","shock","sick","male","mad","vengeful","embarrassment","tired","done","non-content","joking","shocked","interested","angry","wired","melancholy ","fear","8","8","4","2","6","7","7","5","9","9","7","7","5","8","7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B","B","W","W","W","B","W","B","B","B","W","B","W","B","B","F","F","A","A","F","F","A","A","A","F","F","A","F","A","F",15,"31-40","Female","Black or African American","Some college, but did not complete a degree","25k to less than 50k","Nothing in particular","7","2","Democrat",4,"Describes me","Describes me","Describes me","Describes me","Somewhat describes me","Does not describe me","Describes me","Somewhat describes me",4,4,4,4,3,2,4,3,8,8,5,7,"describeORfeel1",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"I think he is feeling embarrassed.","surprise","shame","sick","8",0,"B","F",0.5,1,0,NA,1,28,"Medium","I think he is feeling embarrassed. surprise shame sick"
"16",16,1,1,1,0,0,NA,NA,0,1,NA,NA,NA,0,1,NA,1,1,1,NA,NA,0,0,NA,1,0,0,0,NA,1,0,"person think","shoe","35 male black","surprise","nice better","angry","tension","40 male white","fact","38 male black american","42 male black american","surprise","40 male white american","nice","surprise","behavior","excit","35","because","feel","angry","tension","40","object","38","42","surprise","40","love","surprise","think","surprise","male","empathy","care","tension","angry","male","make see","male","male","observer","male","better","nice","thought best","feel","black","surprise","think better","feel","describ","white","surprise","black american","black american","fair","white american","nice","think","8","7","10","7","8","8","9","10","8","10","10","9","9","9","7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B","B","B","B","B","W","B","W","B","B","B","W","W","W","B","F","F","F","F","A","F","A","F","F","F","A","F","F","A","F",16,"31-40","Female","Black or African American","Bachelor's degree (BA/BS)","25k to less than 50k","Roman Catholic","1","1","Strong Republican",1,"Describes me","Somewhat describes me","Describes me","Describes me very well","Describes me","Describes me","Somewhat describes me","Describes me very well",4,3,4,5,4,4,3,5,7,9,8,8,"describeORfeel1",1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,"person think","behavior","think","thought best","8",0,"B","F",0.5,1,0,NA,7,32,"Medium","person think behavior think thought best"
"19",19,1,0,1,1,0,NA,0,1,0,0,0,NA,NA,1,NA,1,NA,1,1,NA,0,NA,1,NA,NA,NA,0,0,1,0,"Angry","smile","susspense","far age35 Africa","bad reaction","believe me","sad mood","32age male angry person.","believe experience","believe me","age 30 male USA",NA,NA,NA,NA,"angry","happy","surprise","age 35","un happy","good","crying","angry","belive","assum"," believe",NA,NA,NA,NA,"bad reaction","something special","happy","he is male","crying feeling","happy","sad","afraid","worry","belive","bad reaction",NA,NA,NA,NA,"mood off","maid good","belive","state Africa","stress","believe","upset","unless","action","suspense","stress",NA,NA,NA,NA,"1","6","8","7","3","8","3","3","3","8","3",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"B","B","B","B","W","B","W","W","B","B","B","W","B","W","W","A","F","F","F","A","F","A","F","A","F","F","A","A","A","A",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"describeORfeel1",1,1,1,1,0,1,1,1,0,1,1,0,NA,NA,NA,NA,1,1,"Angry","angry","bad reaction","mood off","1",0,"B","A",0.5,1,1,NA,NA,NA,NA,"Angry angry bad reaction mood off"
"21",21,0,NA,NA,NA,0,0,0,1,0,1,NA,NA,1,0,1,NA,0,0,0,NA,NA,NA,1,NA,1,0,0,1,NA,1,"This person looks upset or angry.","A black male who is around the age of 22.","This person is a white male in his late 20s.","White male in his early 30s.","Black male, mid 20s.","This person appears to be scared of something.","This person looks pleasantly surprised about something.","White male, probably late 30s.","This person appears to be extremely mad.","Black male, mid early 40s.","White male, probably early 30s.","White male, early 20s.","This person appears to be pretty upset, almost angry.","This person seems extremely excited.","This person seems both surprised and confused.","Angry","Black","White","White","Black","Afraid","Surprised","White","Upset","Black","White","White","Disappointed","Excited","Unsure","Focused","Male","Male","Male","Male","Confused","Happy","Male","Angry","Male","Male","Male","Mad","Happy","Confused","Tunnel vision","Young","Young","Young","Young","Surprised","Interested","Middle aged","Sad","Middle aged","Young","Young","Serious","Interested","Surprised","2","7","4","4","9","10","10","10","4","8","8","7","10","10","10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"W","B","W","W","B","B","W","W","W","B","W","W","B","W","W","A","A","F","A","F","F","F","F","A","A","A","F","A","F","F",21,"31-40","Male","White","High school or equivalent (GED)","50k to less than 75k","Atheist/agnostic","7","3","Lean Democrat",2,"Describes me very well","Describes me very well","Describes me very well","Describes me very well","Does not describe me well","Somewhat describes me","Describes me","Describes me very well",5,5,5,5,1,3,4,5,10,10,4,9,"describeORfeel1",1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,NA,"This person looks upset or angry.","Angry","Focused","Tunnel vision","2",0,"W","A",0.5,0,1,0,1,33,"High","This person looks upset or angry. Angry Focused Tunnel vision"
"24",24,0,0,1,0,0,NA,0,1,0,NA,0,NA,1,NA,NA,NA,NA,1,NA,NA,0,NA,1,NA,0,NA,0,1,0,0,"This person is feeling pleasant, happy and looks like he has successfully completed something.","This person is feeling disgusted about something or someone.","This person is afraid of something as if something is coming at him.","This person looks angry and disappointed.","This person is surprised by something he sees.","This is a 27 year old male who is white.","This is a 25 year old black male.","This person is disappointed and disgusted with something.","This person looks like they do not believe something.","This person is 19 years old and is a while male.","This person is expressing surprise and disbelief.","This person looks like they are angry and accusing.","This person is 34 and is a black male.","This person is a 32 year old black male.","This person is surprised and alarmed.","relaxed","disgust","afraid","angry","surprised","27","25","disappointed ","suspicious","19","surprised","angry","34","32","surprised","happy","aversion","scared","disappointed ","anticipation","male","male","disgusted","concerned","male","disbelief","accusing","male","male","alarmed","pleased","dislike","anxious","threatening","excited","white","black","unhappy","unbelieving","white","excited","threatening","black","black","anxious","10","9","9","8","10","8","9","9","9","9","9","9","9","8","9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"W","W","B","B","W","W","B","B","B","W","W","B","B","B","W","F","A","F","A","F","A","A","A","A","F","F","F","F","A","F",24,"61-70","Female","White","Master's degree (MA/MS/MBA)","50k to less than 75k","Nothing in particular","7","1","Strong Democrat",5,"Describes me very well","Describes me very well","Describes me very well","Describes me very well","Does not describe me well","Does not describe me well","Describes me very well","Describes me very well",5,5,5,5,1,1,5,5,10,10,2,10,"describeORfeel1",1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,NA,"This person is feeling pleasant, happy and looks like he has successfully completed something.","relaxed","happy","pleased","10",0,"W","F",0.5,0,0,0,1,32,"Medium","This person is feeling pleasant, happy and looks like he has successfully completed something. relaxed happy pleased"
"32",32,1,1,0,0,1,1,0,NA,0,NA,0,1,NA,0,0,1,1,NA,NA,1,1,NA,0,NA,0,NA,1,0,NA,NA,"Thoughtful ","28, Male, Middle eastern ","Astonished ","32, Male, White ","30, Male, Black ","30, Male, Black","43, Male, Black","28, Male, Black","32, Male, Black","24, Male, White","26, Male, White","32, Male, White","28, Male, Black","32, Male, White","43, Male, Asian","Thoughtful ","28","Astonished ","32","30","30","43","28","32","24","28","32","28","32","43","Cautious ","Male","Surprised ","Male ","Male ","Male","Male ","Male ","Male","Male","Male","Male","Male ","Male","Male","Angry","Middle eastern ","Fearful ","White ","Black","Black","Black","Black","Black ","White","White","White ","Black","White","Asian","2","5","3","3","3","4","1","3","2","4","3","3","4","3","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"W","W","B","W","B","B","B","B","B","W","W","W","B","W","B","A","F","F","F","A","F","A","F","F","F","A","A","A","F","F",32,"41-50","Female","White","Bachelor's degree (BA/BS)","50k to less than 75k","Protestant","1","2","Republican",2,"Does not describe me","Describes me","Somewhat describes me","Describes me very well","Describes me very well","Describes me","Describes me very well","Describes me very well",2,4,3,5,5,4,5,5,6,8,9,10,"describeORfeel1",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Thoughtful ","Thoughtful ","Cautious ","Angry","2",0,"W","A",0.5,0,1,NA,7,33,"High","Thoughtful  Thoughtful  Cautious  Angry"
"34",34,0,NA,1,0,NA,NA,0,NA,0,0,1,0,1,NA,0,NA,0,1,NA,0,0,NA,0,NA,NA,1,NA,1,0,NA,"Irritation","man,block african.","anger","man,block african american.","anger","man,white african american.","man,block african american","sad","man, block african american","man. white african american","unnforsunately","man,block african american","sad","Hate","man,white african american","face reaction ","appear","face reaction","Origin","orgin","orgin","orgin","orgin","face reaction ","Origin","orgin","orgin","orgin","orgin","orgin","charecter","face reaction","Origin","face reaction","face reaction","face reaction","face reaction","face reaction","Origin","face reaction","face reaction","face reaction","face reaction","face reaction","face raection","style","style","style","style","style","style","style","style","style","style","style","style","style"," style","style","10","10","10","9","10","9","9","9","9","10","10","7","8","7","10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B","B","B","W","B","W","B","B","B","B","B","B","B","W","W","F","F","A","A","A","F","F","A","A","F","F","F","A","F","A",34,"20-30","Male","Black or African American","Master's degree (MA/MS/MBA)","25k to less than 50k","Muslim","1","7","Strong Republican",1,"Describes me","Describes me very well","Describes me","Describes me very well","Describes me","Describes me very well","Describes me","Describes me very well",4,5,4,5,4,5,4,5,9,9,9,9,"describeORfeel1",1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,NA,"Irritation","face reaction ","charecter","style","10",0,"B","F",0.5,1,0,0,7,36,"High","Irritation face reaction  charecter style"
"37",37,NA,1,NA,1,NA,0,0,0,NA,1,NA,1,0,NA,1,0,1,0,1,0,NA,NA,NA,0,1,0,1,NA,0,1,"sad","age 35 gender male race USA","age 40 gender male race usa","age 40 gender male race usa","age 50 gender male race usa","age 30 gender male race usa","age 30 gender male race usa ","age 50 gender male race usa","age 40 gender male race usa","age 40 gender male race usa","age 40 gender male race usa ","age 40 gender male race usa","age 40 gender male race usa","age 40 gender male race usa","age 40 gender male race usa","sad","38","40","40","40","30","30","50","40","40","40","40","40","40","40","sad","male","male","male","male ","male","male","male ","male","male ","male ","male","male","male","male ","sad","usa","usa","usa`","usa","usa","usa","usa","usa","usa","usa","usa","usa","usa","usa","7","7","7","7","9","8","9","8","8","7","8","7","8","10","10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"W","W","B","B","B","B","B","B","B","W","B","B","B","B","B","A","A","A","F","F","A","F","A","A","A","F","F","A","A","A",37,"31-40","Male","Native Hawaiian or Pacific Islander","Bachelor's degree (BA/BS)","25k to less than 50k","Roman Catholic","3","4","Independent",2,"Somewhat describes me","Does not describe me","Describes me","Does not describe me","Describes me","Somewhat describes me","Somewhat describes me","Somewhat describes me",3,2,4,2,4,3,3,3,5,6,7,6,"describeORfeel1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"sad","sad","sad","sad","7",0,"W","A",0.5,0,1,1,5,24,"Low","sad sad sad sad"
"39",39,0,1,0,NA,NA,NA,0,1,0,NA,1,1,1,1,NA,NA,1,NA,0,0,0,NA,1,NA,0,1,1,1,1,0,"good","positive","na","good","good","na","good","30,male,hispanic","32,male,black","good","good","good","sad","na","35,male,black","good","good","tension","na","exite","na","na","30","32","33","good","na","sad","na","32","positive","positive","female","na","happy","happy","na","male","male","male","nice","na","na","excite","male","nice","nice","30","na","good","na","na","hispanic","black","black","handsome","na","na","na","black","6","8","7","7","6","7","7","8","6","7","8","7","7","7","7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B","W","B","W","W","B","W","B","B","B","W","W","W","W","B","F","A","A","F","F","F","F","F","A","A","F","A","A","F","A",39,"31-40","Female","Other","Bachelor's degree (BA/BS)","25k to less than 50k","Roman Catholic","2","6","Lean Republican",3,"Somewhat describes me","Describes me very well","Describes me","Somewhat describes me","Describes me very well","Describes me","Describes me","Somewhat describes me",3,5,4,3,5,4,4,3,8,7,9,7,"describeORfeel1",1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,NA,"good","good","positive","nice","6",0,"B","F",0.5,1,0,0,6,31,"Medium","good good positive nice"
"45",45,NA,NA,0,NA,NA,1,0,1,1,1,1,0,NA,1,1,0,0,NA,0,0,1,NA,1,1,1,1,NA,0,1,1,"28","Bad","Normal","Good","Bad","Good","Good","better","Good","Nice","Nice","Behavior","Good","Nice","Good","28","27","32","31","29","28","32","35","19","32","23","28","23","40","38","Male","Male","Male","Male","Male","Male","Male","Male","Male","Male","Male","Male","Male","Male","Male","white","Black","Black","white","Black","Black","White","Black","White","Black","White","Black","Black","Black","White","8","5","7","7","6","7","10","8","8","7","7","8","8","7","7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"W","B","B","B","B","B","W","B","W","B","W","B","B","B","W","A","F","A","F","A","F","A","A","F","F","F","F","F","A","A",45,"31-40","Female","Black or African American","Bachelor's degree (BA/BS)","50k to less than 75k","Roman Catholic","1","7","Strong Republican",4,"Describes me very well","Describes me","Describes me very well","Somewhat describes me","Describes me very well","Describes me","Describes me very well","Describes me",5,4,5,3,5,4,5,4,9,8,9,9,"describeORfeel1",1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,NA,0,"28","28","Male","white","8",0,"W","A",0.5,0,1,1,7,35,"High","28 28 Male white"
"63",63,1,0,0,1,1,1,0,0,NA,NA,NA,NA,0,0,NA,1,NA,NA,1,1,1,NA,NA,0,0,0,0,NA,NA,0,"This person is surprised in a bad way. They are anxious/fearful of something that is happening/did happen.","This person is mad, either disappointed or feels betrayed.","This person is very scared of something.","This person is disappointed, it looks like something didn't go the way they wanted it to.","This person is surprised, and slightly fearful.","This person looks distrusting. They look either disappointed or untrusting.","This person is fearful and surprised by something that is happening.","This person looks like they are trying to look happy about something, but they are not actually feeling happiness.","This person is almost neutral. They look slightly worried about something.","This person is stoic and disappointed about something, and slightly sad.","This person looks surprised by something that made them fearful.","This person is very surprised, they are showing slight excitement along with a little bit of concern.","This person is very serious and looks angry at something, like they want revenge.","This person is upset and disappointed by something.","This person is surprised in a good way. They are a little anxious but are clearly excited about something positive that is happening.","anxious","angry","terrified","mad","surprised","distrusting","fearful","wincing","worried","disappointed","fearful","concerned","vengeful","worried","surprised","fearful","betrayed","worried","disappointed","speechless","disappointed","terrified","forced","distrusting","sad","surprised","excited","serious","disappointed","excited","surprised","disappointed","fearful","sad","frightened","on guard","surprised","bracing","serious","let down","shocked","surprised","angry","betrayed","anxious","8","7","9","7","7","7","7","8","7","8","7","7","5","7","8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B","B","B","B","B","W","W","B","W","W","W","W","W","B","B","F","A","F","A","F","A","F","F","A","A","F","F","A","A","F",63,"20-30","Male","White","Some college, but did not complete a degree","25k to less than 50k","Atheist/agnostic","7","1","Independent",3,"Describes me","Describes me","Describes me very well","Describes me very well","Somewhat describes me","Somewhat describes me","Describes me","Describes me",4,4,5,5,3,3,4,4,8,10,6,8,"describeORfeel1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"This person is surprised in a bad way. They are anxious/fearful of something that is happening/did happen.","anxious","fearful","surprised","8",0,"B","F",0.5,1,0,NA,1,32,"Medium","This person is surprised in a bad way. They are anxious/fearful of something that is happening/did happen. anxious fearful surprised"
"64",64,1,0,NA,0,0,0,1,0,NA,1,1,1,NA,1,0,1,NA,0,NA,NA,NA,1,NA,0,1,1,1,0,1,NA,"This person looks very startled and worried about what they are experiencing.","This person looks very upset at what they are looking at and will take action based on being upset.","This person looks like he is experiencing something unpleasant and not preferable.","This person is a black male in his 20s, closer to 28.","This person is a white male that is about 26 years old.","This person looks very surprised and uncertain, a little disgusted.","This person looks like they see something very unpleasant and scary and are experiencing an intense amount of fear.","This person looks very upset like they are dealing with an experience that is making them very angry.","This person looks very shocked but not really upset, kind of happily surprised.","This person looks very upset, like they are dealing with something unpleasant and upsetting.","This person looks very intensely upset, like they are about to hurt someone.","This person looks very annoyed at something that has happened unexpectedly.","This person looks like he is a Hispanic male that is about 20 years old.","They person looks like they are happily surprised and shocked at what they are experiencing.","They person looks like they are confused and upset at what they are witnessing.","uncertain","angry","unhappy","strong","light","uncertain","scared","unhappy","shocked","unhappy","threatening","upset","semidark","surprising","uncertain","unpleasant","disappointed","annoyed","tall","pale","unhappy","shakey","unpleasant","unexpected","angry","aggresive","calm","short","pleasant","upset","surprised","unhappy","queasy","dark","short","shocked","terrified","upset","pleasant","unexpected","unhappy","annoyed","light","thoughtful","confused","6","4","6","3","7","6","6","7","8","5","2","6","4","8","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"W","B","W","B","W","B","B","W","B","B","B","W","W","W","W","F","A","A","A","F","F","F","A","F","A","A","A","A","F","A",64,"20-30","Male","White","Some college, but did not complete a degree","50k to less than 75k","Atheist/agnostic","7","2","Democrat",4,"Describes me","Describes me very well","Describes me","Describes me","Does not describe me","Does not describe me well","Describes me","Describes me",4,5,4,4,2,1,4,4,9,8,3,8,"describeORfeel1",1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,"This person looks very startled and worried about what they are experiencing.","uncertain","unpleasant","surprised","6",0,"W","F",0.5,0,0,NA,1,28,"Medium","This person looks very startled and worried about what they are experiencing. uncertain unpleasant surprised"
"70",70,0,0,0,1,0,0,NA,NA,0,NA,0,1,1,0,0,NA,NA,NA,1,NA,NA,0,0,NA,0,NA,1,1,NA,NA,"this person has seen something that's made him mad.","this person is 38, male, and white.","this person is around 30, male, and white.","this person is around 27, a man, and caucasian.","this man is shocked from some sort of unknown situation.","this man appears upset due to some unknown experience.","this man looks focused, but also a bit angry from something.","this man appears quite happy, and possibly surprised.","this man looks like he's pouting and angry.","this man is clearly taken by surprise from something jolting.","this person is around 29, male, and black.","this man appears to be a bit annoyed, and possibly suspicious.","this man appears stressed out.","this man is clearly surprised from something he's seen.","this man appears worried.","angry","man","younger","twenties","startled","bothered","engrossed","chipper","sulking","astounded","african american","skeptical","pressured","shock","anxious","stewing","caucasian ","guy","male","astonished","agitated","aggravated","jolted","distressed","flabbergasted","young","irritable","hassled","amazed","troubled","fretting","young-ish","white","white","dismayed","annoyed","mad","jovial","grouchy","stunned","man","hesitant","strained","bewildered","unease","3","5","5","2","5","0","0","7","1","5","5","5","5","3","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"W","W","W","W","W","W","B","W","B","B","B","B","W","W","W","A","A","F","A","F","A","A","F","A","F","A","A","A","F","F",70,"20-30","Male","White","High school or equivalent (GED)","25k to less than 50k","Nothing in particular","4","4","Independent",1,"Does not describe me","Somewhat describes me","Does not describe me well","Does not describe me well","Does not describe me well","Does not describe me well","Does not describe me","Does not describe me",2,3,1,1,1,1,2,2,5,2,2,4,"describeORfeel1",1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,NA,"this person has seen something that's made him mad.","angry","stewing","fretting","3",0,"W","A",0.5,0,1,0,4,13,"Low","this person has seen something that's made him mad. angry stewing fretting"
"72",72,NA,NA,NA,0,NA,NA,NA,1,NA,0,0,NA,0,0,0,0,0,0,NA,0,0,0,1,0,NA,NA,0,NA,NA,NA,"Confused","MAle","Amazed","Not in mood","Annoyed","30","Sad","31","Angry","28","Stress","27","Disguised","30","confused","Confused","28","Confused","27","Annoyed","30","Sad","31","Angry","28","Stress","27","Disguised","30","Confused","understandable","Male","Amazed","Male","Irritated","Male","Angry","Male","Irritated","Male","Confused","Male","Guilty","Male","Ignoring","Not in mood","White","Surprised","Black","Ignored","White","Irritated","White","Not in mood","Black","Ignoring","Black","annoying","Black","Avoiding","5","4","5","2","3","0","0","0","0","7","2","5","3","4","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B","B","W","B","W","W","W","W","B","B","W","B","W","B","W","A","F","F","A","F","A","A","A","A","F","A","F","F","F","A",72,"31-40","Male","White","Master's degree (MA/MS/MBA)","75k to less than 100k","Roman Catholic","2","6","Republican",3,"Does not describe me","Somewhat describes me","Somewhat describes me","Describes me",NA,"Does not describe me","Somewhat describes me","Describes me",2,3,3,4,NA,2,3,4,5,7,NA,7,"describeORfeel1",1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,NA,0,"Confused","Confused","understandable","Not in mood","5",0,"B","A",0.5,1,1,1,6,NA,NA,"Confused Confused understandable Not in mood"
"74",74,NA,1,1,NA,0,NA,NA,1,1,1,0,0,NA,NA,0,0,1,1,0,NA,0,0,1,1,1,NA,NA,0,0,NA,"He seems upset about something. ","He looks shocked. ","He looks concerned. ","A teenage white male. ","a white man in his 20s","A young Hispanic man ","A black man in his 20s","A young white man","A young Hispanic man. ","A white man in his early 20s.","A confused man. ","a white man in his mid twenties. ","A black man in his early 20s. ","A Hispanic man in his 20s. ","A black man in his mid 20s. ","upset","Shocked","Concerned","young","white","young","young","young","Hispanic","white","confused","25","young","man","black","ANGRY","scared","fearful","white","young","hispanic","black","white","Man","man","concerned","white","man","20s","man","CONCERNED ","fearful ","shocked","man","man","man","man","man","young","20s","inquisitive ","man","black","Hispanic","20s","4","6","5","4","5","5","5","4","6","4","6","4","6","5","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"W","B","B","W","W","W","B","W","B","W","W","W","B","W","B","A","F","F","F","F","A","A","A","A","A","A","A","F","F","F",74,"31-40","Male","White","Master's degree (MA/MS/MBA)","50k to less than 75k","Jewish","7","3","Democrat",4,"Describes me","Describes me very well","Describes me","Describes me","Does not describe me","Does not describe me","Describes me","Describes me",4,5,4,4,2,2,4,4,9,8,4,8,"describeORfeel1",1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,"He seems upset about something. ","upset","ANGRY","CONCERNED ","4",0,"W","A",0.5,0,1,1,1,29,"Medium","He seems upset about something.  upset ANGRY CONCERNED "
